Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
0223.a5.txt,1854.4809228039041,1206.7435669920142,789.7071872227151,452.5288376220053,0,2,6
0182.a5.txt,2589.531680440771,1230.4866850321396,844.811753902663,486.6850321395776,0,0,2
2026.a5.txt,2064.516129032258,967.741935483871,849.4623655913979,505.3763440860215,0,5,1
2035.a5.txt,2166.979362101313,1069.4183864915572,797.373358348968,562.8517823639775,0,0,0
0102.a5.txt,1984.8771266540643,1238.1852551984878,1049.1493383742911,321.36105860113423,0,3,5
0222.a5.txt,1963.519313304721,1276.8240343347638,772.5321888412018,461.37339055793996,0,1,1
2071.a5.txt,2585.5210819411295,1201.2728719172633,1010.3420843277645,453.46062052505965,0,0,1
0159.a5.txt,2388.503468780971,1199.207135777998,1090.1883052527255,376.6105054509415,0,0,1
1018.a5.txt,2297.9552093476145,1080.8179162609542,1012.6582278481012,311.587147030185,0,1,0
0105.a5.txt,1710.3882476390347,1164.7429171038825,619.0975865687303,650.5771248688352,0,4,3
2075.a5.txt,2651.128914785142,1085.2148579752368,830.2986161689731,553.5324107793153,0,1,3
1022.a5.txt,2692.3076923076924,1305.668016194332,1194.331983805668,516.1943319838057,0,0,0
1036.a5.txt,1664.0746500777607,1135.303265940902,793.1570762052877,373.2503888024884,0,1,3
0134.a5.txt,2001.8034265103695,1127.141568981064,811.5419296663661,541.0279531109107,0,1,3
1074.a5.txt,2101.0901883052525,1179.3855302279485,931.615460852329,584.7373637264618,0,1,1
1057.a5.txt,1604.5845272206304,1413.5625596943648,716.3323782234957,401.1461318051576,0,2,2
1070.a5.txt,1573.389651531151,1383.3157338965152,813.0939809926083,380.14783526927135,0,2,2
0199.a5.txt,2069.7167755991286,1132.8976034858388,882.3529411764706,435.7298474945534,0,5,1
0215.a5.txt,2056.932966023875,1111.111111111111,651.9742883379247,330.57851239669424,0,2,3
0188.a5.txt,1802.6905829596412,1219.7309417040358,860.9865470852019,529.1479820627803,0,1,2
0219.a5.txt,2310.79717457114,1099.899091826438,998.9909182643794,676.0847628657922,0,0,3
2040.a5.txt,2347.04112337011,1143.430290872618,992.9789368104313,391.1735205616851,0,0,7
1034.a5.txt,2084.8056537102475,1166.077738515901,859.8351001177856,435.80683156654885,0,3,6
0158.a5.txt,1834.862385321101,1396.534148827727,886.8501529051988,632.0081549439348,0,0,3
0137.a5.txt,2014.6137787056368,1189.9791231732777,647.1816283924843,511.482254697286,0,2,3
1008.a5.txt,2231.4814814814813,1185.1851851851852,1018.5185185185185,500.0,0,0,1
1010.a5.txt,2574.2574257425745,1012.1012101210121,1023.1023102310231,352.035203520352,0,0,8
1021.a5.txt,2037.5722543352601,1271.6763005780347,736.9942196531792,447.97687861271675,0,0,5
1094.a5.txt,1659.959758551308,1509.0543259557344,613.682092555332,281.6901408450704,0,1,2
0108.a5.txt,2438.803263825929,1233.0009066183136,888.4859474161378,380.77969174977335,0,0,5
1072.a5.txt,1636.0454943132108,1242.344706911636,638.6701662292213,542.4321959755031,0,3,8
2028.a5.txt,2393.231265108783,1071.716357775987,862.207896857373,515.7131345688961,0,1,1
1068.a5.txt,2219.178082191781,1479.4520547945206,821.917808219178,575.3424657534247,0,2,1
0193.a5.txt,2482.893450635386,1221.8963831867059,948.1915933528836,449.65786901270775,0,0,1
1081.a5.txt,2258.4033613445376,1186.9747899159663,997.8991596638656,462.18487394957987,0,0,4
2039.a5.txt,1602.7531956735497,1238.9380530973451,924.2871189773845,530.9734513274336,0,2,3
1062.a5.txt,1808.4066471163246,1055.7184750733138,938.41642228739,547.4095796676442,0,2,6
1104.a5.txt,2032.6864147088866,1205.311542390194,704.8008171603677,541.3687436159347,0,5,6
2019.a5.txt,2015.888778550149,1300.893743793446,744.7864945382323,407.149950347567,0,5,2
1005.a5.txt,2010.3986135181976,1117.8509532062392,649.9133448873484,398.6135181975736,0,1,4
0178.a5.txt,1740.4817404817404,1165.5011655011654,909.0909090909091,528.3605283605284,0,5,3
0122.a5.txt,2116.0042964554245,1235.2309344790547,870.0322234156821,440.38668098818476,0,0,1
1023.a5.txt,1986.8791002811622,1199.6251171508904,815.3701968134958,524.8359887535145,0,3,3
0238.a5.txt,2128.418549346017,1284.1854934601665,749.1082045184304,368.60879904875145,0,1,0
2050.a5.txt,1931.4938154138918,1008.5632730732635,789.7240723120836,532.825880114177,0,3,9
1112.a5.txt,2269.991401547721,1238.177128116939,1160.7910576096303,593.2932072227,0,0,1
1012.a5.txt,2330.383480825959,1209.4395280235988,875.1229105211405,383.48082595870204,0,0,0
0106.a5.txt,2221.030042918455,1072.961373390558,944.2060085836911,729.6137339055795,0,0,0
1095.a5.txt,1674.8768472906404,1172.4137931034484,916.2561576354681,472.9064039408867,0,1,1
0227.a5.txt,2007.168458781362,1146.953405017921,940.8602150537635,430.10752688172045,0,2,1
1032.a5.txt,2452.830188679245,1320.754716981132,754.7169811320755,650.9433962264151,0,0,1
0234.a5.txt,1894.0936863543789,1099.7963340122199,610.9979633401222,397.14867617107944,0,6,4
2032.a5.txt,2068.252326783868,1106.5149948293692,1209.9276111685624,413.6504653567735,0,1,3
2015.a5.txt,2059.071729957806,1054.8523206751056,852.3206751054853,371.3080168776371,0,2,5
1064.a5.txt,2513.9664804469276,1424.581005586592,698.3240223463687,670.391061452514,0,0,2
1088.a5.txt,1562.189054726368,1283.5820895522388,985.0746268656717,368.1592039800995,0,0,0
2020.a5.txt,2296.890672016048,1043.1293881644935,932.7983951855567,290.87261785356066,0,1,2
2048.a5.txt,1781.1934900542494,922.242314647378,1247.739602169982,388.7884267631103,0,1,5
0128.a5.txt,2142.8571428571427,1247.3347547974413,916.8443496801707,533.0490405117271,0,6,0
2045.a5.txt,2200.4132231404956,1188.01652892562,847.1074380165289,371.90082644628103,0,2,2
0185.a5.txt,2044.3587270973965,1186.1137897782064,819.6721311475409,250.7232401157184,0,3,3
0140.a5.txt,1960.7843137254902,1176.4705882352941,722.3942208462332,319.9174406604747,0,3,2
